Name,Rating,Reviews,Category,Address,Website,Phone,Url
"Artistic Dentistry","","","Dentist","296 White Bridge Pike, Nashville, TN 37209, United States","","+1 615-352-9595","https://www.google.com/maps/place/Artistic+Dentistry/data=!4m7!3m6!1s0x88646179f322fd09:0x87e6358c3653ae11!8m2!3d36.1447788!4d-86.8576315!16s%2Fg%2F1tgfqv_8!19sChIJCf0i83lhZIgREa5TNow15oc?authuser=0&hl=en&rclk=1"
"A Harris Dental","2.9","29","Dentist","809 Hamilton Church Rd, Antioch, TN 37013, United States","http://www.theantiochdentist.com/","+1 615-942-6898","https://www.google.com/maps/place/A+Harris+Dental/data=!4m7!3m6!1s0x88646da2a4f8e267:0x9671e5220498b1ca!8m2!3d36.0648897!4d-86.630198!16s%2Fg%2F1ttpc0vs!19sChIJZ-L4pKJtZIgRyrGYBCLlcZY?authuser=0&hl=en&rclk=1"
"Aspen Dental - Smyrna, TN","3.8","630","Dentist","440 Sam Ridley Pkwy W Ste 140, Smyrna, TN 37167, United States","https://www.aspendental.com/dentist/tn/smyrna/440-sam-ridley-pkwy-w-ste-140/?utm_source=googleplaces&utm_medium=lociqgoogleplaces&utm_campaign=Smyrna,TN-Smyrna_TN-1447&utm_content=listing","+1 615-768-3242","https://www.google.com/maps/place/Aspen+Dental+-+Smyrna,+TN/data=!4m7!3m6!1s0x88640c3869df853b:0x1f72bc402efd4cac!8m2!3d35.985704!4d-86.552068!16s%2Fg%2F1tdh959s!19sChIJO4XfaTgMZIgRrEz9LkC8ch8?authuser=0&hl=en&rclk=1"
"Troy Long, DDS General & Aesthetic Dentistry","5.0","41","Dentist","212 N Castle Heights Ave A, Lebanon, TN 37087, United States","http://www.drtroylong.com/","+1 615-444-2782","https://www.google.com/maps/place/Troy+Long,+DDS+General+%26+Aesthetic+Dentistry/data=!4m7!3m6!1s0x8864202af3cc0585:0x55b036564a53196c!8m2!3d36.2143795!4d-86.3052896!16s%2Fg%2F1tf7yg5_!19sChIJhQXM8yogZIgRbBlTSlY2sFU?authuser=0&hl=en&rclk=1"
"Clayton Dental Group","4.9","1,059","Dental clinic","130 Donelson Pike, Nashville, TN 37214, United States","https://cdgnashville.com/","+1 615-889-7111","https://www.google.com/maps/place/Clayton+Dental+Group/data=!4m7!3m6!1s0x8864697ce5435c27:0x8bc161a8bedc0a17!8m2!3d36.1644209!4d-86.6642048!16s%2Fg%2F1td59blr!19sChIJJ1xD5XxpZIgRFwrcvqhhwYs?authuser=0&hl=en&rclk=1"
"Pryor Family Dentistry","4.9","445","Dentist","201 Signature Pl, Lebanon, TN 37087, United States","https://www.pryorfamilydentistry.com/","+1 615-444-7999","https://www.google.com/maps/place/Pryor+Family+Dentistry/data=!4m7!3m6!1s0x886421f99d72d371:0xebbefb115f9fc4e6!8m2!3d36.2153082!4d-86.3334948!16s%2Fg%2F1wfvnct1!19sChIJcdNynfkhZIgR5sSfXxH7vus?authuser=0&hl=en&rclk=1"
"Drs. John Martin & Catie Wall","5.0","7","Dentist","2020 Caldwell Dr STE 3, Goodlettsville, TN 37072, United States","","+1 615-851-9999","https://www.google.com/maps/place/Drs.+John+Martin+%26+Catie+Wall/data=!4m7!3m6!1s0x886444697797162f:0x9ee511a7bcafd85c!8m2!3d36.3306484!4d-86.6991284!16s%2Fg%2F1tgq7cxq!19sChIJLxaXd2lEZIgRXNivvKcR5Z4?authuser=0&hl=en&rclk=1"
"Highland Family Dental: Rachel Carlson, DMD","4.9","436","Dentist","2516 TN-49 Ste. 101, Pleasant View, TN 37146, United States","https://highlanddentaltn.com/","+1 615-649-4155","https://www.google.com/maps/place/Highland+Family+Dental:+Rachel+Carlson,+DMD/data=!4m7!3m6!1s0x8864f14a4e938191:0x73817a9ebf7f11cc!8m2!3d36.394883!4d-87.0353075!16s%2Fg%2F11lky6b34c!19sChIJkYGTTkrxZIgRzBF_v556gXM?authuser=0&hl=en&rclk=1"
"Bluegrass Dentistry","4.2","30","Dentist","623 E Main St #1, Hendersonville, TN 37075, United States","https://bluegrassdentistry.net/","+1 615-822-3115","https://www.google.com/maps/place/Bluegrass+Dentistry/data=!4m7!3m6!1s0x88643897e7fad7e9:0x9a4baef1ab4016ee!8m2!3d36.323121!4d-86.5691693!16s%2Fg%2F1th5d940!19sChIJ6df655c4ZIgR7hZAq_GuS5o?authuser=0&hl=en&rclk=1"
"Davis - Dudley Family Dentistry P.C.","4.5","11","Dentist","3915 Clarksville Pike B, Nashville, TN 37218, United States","","+1 615-299-8700","https://www.google.com/maps/place/Davis+-+Dudley+Family+Dentistry+P.C./data=!4m7!3m6!1s0x886460bd21a7c1f1:0xe1ebc3d76f1330a1!8m2!3d36.2094157!4d-86.8399229!16s%2Fg%2F1wzt330j!19sChIJ8cGnIb1gZIgRoTATb9fD6-E?authuser=0&hl=en&rclk=1"
"C. Sue VanBlaricum, DDS PC; Lafayette Family Dentistry","3.9","47","Dentist","412 College St, Lafayette, TN 37083, United States","http://www.lafayettefamilydentistry.com/","+1 615-666-6155","https://www.google.com/maps/place/C.+Sue+VanBlaricum,+DDS+PC;+Lafayette+Family+Dentistry/data=!4m7!3m6!1s0x8866899517207fd5:0x4bd758aa27d5bdef!8m2!3d36.520043!4d-86.030856!16s%2Fg%2F1td20_hd!19sChIJ1X8gF5WJZogR773VJ6pY10s?authuser=0&hl=en&rclk=1"
"Warise Family Dentistry","3.9","31","Dentist","100 Mayfield Dr, Smyrna, TN 37167, United States","http://www.tosmilewithstyle.com/","+1 615-459-3366","https://www.google.com/maps/place/Warise+Family+Dentistry/data=!4m7!3m6!1s0x88640c3c94b56c77:0x8bb084664868fe70!8m2!3d35.9776554!4d-86.5112682!16s%2Fg%2F1td1kqpm!19sChIJd2y1lDwMZIgRcP5oSGaEsIs?authuser=0&hl=en&rclk=1"
"Dentist","5.0","2","Dentist","TN-76, White House, TN 37188, United States","","","https://www.google.com/maps/place/Dentist/data=!4m7!3m6!1s0x88644ea46a162f97:0x44af34deda1d847f!8m2!3d36.4697722!4d-86.6750353!16s%2Fg%2F11h7fy48kt!19sChIJly8WaqROZIgRf4Qd2t40r0Q?authuser=0&hl=en&rclk=1"
"Kelly Family Dentistry PLLC","4.9","15","Dentist","201 Pleasant Valley Rd, Franklin, KY 42134, United States","http://www.drkellydentistry.com/","+1 270-776-9245","https://www.google.com/maps/place/Kelly+Family+Dentistry+PLLC/data=!4m7!3m6!1s0x8865c828d334f319:0xc58441ad5e5991db!8m2!3d36.6980235!4d-86.5747906!16s%2Fg%2F1tdk5xxc!19sChIJGfM00yjIZYgR25FZXq1BhMU?authuser=0&hl=en&rclk=1"
"Restoration Dentistry","4.9","54","Prosthodontist","1984 Providence Pkwy #200, Mt. Juliet, TN 37122, United States","https://www.restoremtjuliet.com/","+1 615-257-7723","https://www.google.com/maps/place/Restoration+Dentistry/data=!4m7!3m6!1s0x88641534a2433953:0x47a8e3c8dcb7e58b!8m2!3d36.1638174!4d-86.5169401!16s%2Fg%2F11h5qd8m7r!19sChIJUzlDojQVZIgRi-W33MjjqEc?authuser=0&hl=en&rclk=1"
